Cód. Modular;Gestión;Nombre IE;Nivel;Distrito;Director(a);Últ. Acceso
3966051;Pública de gestión directa;IE PRONOEI;Inicial No Esconlarizado;Arequipa;No figura;-
3968353;Pública de gestión directa;IE PRONOEI;Inicial No Esconlarizado;Arequipa;No figura;-
3912495;Pública de gestión directa;IE PRONOEI;Inicial No Esconlarizado;Arequipa;No figura;-
3966048;Pública de gestión directa;IE PRONOEI;Inicial No Esconlarizado;Arequipa;No figura;-
3978233;Pública de gestión directa;IE PRONOEI;Inicial No Esconlarizado;Arequipa;No figura;-
0309229;Pública de gestión directa;INDEPENDENCIA AMERICANA;Secundaria;Arequipa;PANIURA FERREL VERONICA IRENE;2024-08-13 22:08:27
1572304;Pública de gestión directa;INMACULADA CONCEPCION;Inicial - Jardín;Tiabaya;DELGADO FLORES ELSA DEL ROCIO ;2024-08-21 22:07:01
1674258;Pública de gestión directa;JARDIN DE BLANQUITA;Inicial - Jardín;Cayma;CORNEJO  LLERENA LILIANA EMPERATRIZ;2024-08-21 17:37:35
1775774;Pública de gestión directa;JARDIN DEL COLCA;Primaria;Yura;CONDORI VILCA VICENTE ELEUTERIO;2024-08-17 18:57:38
1705557;Pública de gestión directa;JARDIN DEL COLCA;Inicial - Jardín;Yura;CONDORI VILCA VICENTE ELEUTERIO;2024-08-17 18:57:38
0225383;Pública de gestión directa;JESUS NIÑO;Inicial - Jardín;Tiabaya;CHAVEZ RONDON MARIA JAQUELINE;2024-08-21 15:47:24
1705623;Pública de gestión directa;JORGE CHAVEZ;Inicial - Jardín;Cerro Colorado;VILLARROEL MACHACA LINDSAY GIULIANA;2024-08-20 23:47:11
1272855;Pública de gestión directa;JORGE SANJINEZ LENZ;Primaria;Yura;GARCIA ESCALANTE MIGUEL ANGEL;2024-08-21 14:58:54
0749366;Pública de gestión directa;JORGE SANJINEZ LENZ;Secundaria;Yura;GARCIA ESCALANTE MIGUEL ANGEL;2024-08-21 14:58:54
1396118;Pública de gestión directa;JORGE SANJINEZ LENZ;Inicial - Jardín;Yura;GARCIA ESCALANTE MIGUEL ANGEL;2024-08-21 14:58:54
1798669;Pública de gestión directa;JOSE ABELARDO QUIÑONEZ;Primaria;Yura;AGUILAR HUARACHI JULIA;2024-08-19 20:01:03
1705565;Pública de gestión directa;JOSE ABELARDO QUIÑONEZ;Inicial - Jardín;Yura;AGUILAR HUARACHI JULIA;2024-08-19 20:01:03
0896522;Pública de gestión directa;JOSE CARLOS MARIATEGUI;Inicial - Jardín;Cayma;Valdivia Rondon Veronica Magali;2024-08-21 22:01:33
1371095;Pública de gestión directa;JOSE LUIS BUSTAMANTE Y RIVERO;Secundaria;Cerro Colorado;QUISPE CHAVEZ RENE LUIS;2024-08-14 23:49:08
1705664;Pública de gestión directa;JOSE LUIS BUSTAMANTE Y RIVERO SECTOR II;Inicial - Jardín;Cerro Colorado;PEÑARIENIETA TORRES TULA VIRGINIA;2024-08-20 23:42:13
1705599;Pública de gestión directa;JOSE LUIS BUSTAMANTE Y RIVERO SECTOR III;Inicial - Jardín;Cerro Colorado;ALVAREZ HUALPA DE PULCHA JEZZICA MELINA;2024-08-20 21:50:05
1705649;Pública de gestión directa;JOSE LUIS BUSTAMANTE Y RIVERO SECTOR VII;Inicial - Jardín;Cerro Colorado;CHUGUARIO SALHUA IVANESA MONICA;2024-08-21 21:25:21
1647189;Pública de gestión directa;JOSE MARIA ARGUEDAS;Inicial - Jardín;Cerro Colorado;PAREDES CCORAHUA LIDIA GIOVANA;2024-08-21 12:12:51
1673078;Pública de gestión directa;JOSE MARIA ARGUEDAS;Primaria;Cerro Colorado;PAREDES CCORAHUA LIDIA GIOVANA;2024-08-21 12:12:51
0612762;Pública de gestión directa;JOSE SANTOS ATAHUALPA;Inicial - Jardín;Cerro Colorado;CUTI VIZA MANUELA ROCÍO;2024-08-21 19:10:58
1647239;Pública de gestión directa;JOYITAS DE JESUS;Inicial - Jardín;Cerro Colorado;ELSA QUISPE SOTOMAYOR;2024-08-21 22:17:03
0309302;Pública de gestión directa;JUANA CERVANTES DE BOLOGNESI;Secundaria;Arequipa;CHUCTAYA CARBAJAL GODOFREDO CLEMENTE;2024-08-21 16:15:32
1705656;Pública de gestión directa;LA ESTRELLA DEL CURAL;Inicial - Jardín;Cerro Colorado;MARQUEZ AVILA BRENDA;2024-08-21 00:02:37
1705573;Pública de gestión directa;LA FORTALEZA CHACHANI;Inicial - Jardín;Cerro Colorado;CARDENAS ALEJO MODESTA NANCY;2024-08-21 20:58:03
0225235;Pública de gestión directa;LA LIBERTAD;Inicial - Jardín;Cerro Colorado;Mansilla Pari Ruth María;2024-08-21 20:33:57
0627174;Pública de gestión directa;LA NEGRITA;Inicial - Jardín;Arequipa;ZEA MALLEA BETTY MARLENE;2024-08-21 15:53:08
0540054;Pública de gestión directa;LA TOMILLA;Inicial - Jardín;Cayma;LAZO COLLADO IRENE OTILIA;2024-08-21 19:44:17
0896589;Pública de gestión directa;LA TOMILLA CTE.16;Inicial - Jardín;Cayma;PAREDES SIERRA MARITZA MIROSAVA;2024-08-21 19:26:54
1647213;Pública de gestión directa;LAS ABEJITAS;Inicial - Jardín;Cerro Colorado;GODOY DIAZ HERMELINDA ;2024-08-20 21:21:54
1795210;Pública de gestión directa;LAS FLORES;Primaria;Cerro Colorado;TUMI COA NILTON VICTOR;2024-08-20 22:14:59
1696475;Pública de gestión directa;LAS FLORES;Secundaria;Cerro Colorado;TUMI COA NILTON VICTOR;2024-08-20 22:14:59
1567676;Pública de gestión directa;LAS FLORES - ZONA 5;Inicial - Jardín;Cerro Colorado;ZÚÑIGA CORNEJO, CAROL VIOLETA;2024-08-21 21:08:23
0678565;Pública de gestión directa;LAS MALVINAS;Inicial - Jardín;Cayma;Huacasi Valdivia, Laura Magali;2024-08-20 19:59:20
1647197;Pública de gestión directa;LOS ANGELES DE MARIA;Inicial - Jardín;Uchumayo;QUISPE NIEBLES FLORENCIA;2024-08-21 20:15:08
1764109;Pública de gestión directa;LOS PATITOS;Inicial - Jardín;CERRO COLORADO;GONZALES TALAVERA ARMIT ROMMY;2024-08-20 18:49:12
1674241;Pública de gestión directa;LOS PEQUEÑOS ARBOLITOS;Inicial - Jardín;Cerro Colorado;ARAMAYO RODRIGUEZ CARMEN ESTEFANIA ;2024-08-20 21:50:07
1705698;Pública de gestión directa;LOS RAYOS DEL SOL;Inicial - Jardín;Cayma;ARCE LAZO JAQUELINA LAURA;2024-08-20 18:30:30
0655894;Pública de gestión directa;LUCERITO DE LOS ANGELES;Inicial - Jardín;Yura;ALENCASTRE MENDOZA MIGDALIA;2024-08-21 21:09:46
1797398;Pública de gestión directa;LUCERITOS DE DIOS;Secundaria;Cerro Colorado;LUQUE ZEVALLOS DAYANYRA LIZBETH;2024-08-19 10:20:26
1731355;Pública de gestión directa;LUCERITOS DE DIOS;Primaria;Cerro Colorado;LUQUE ZEVALLOS DAYANYRA LIZBETH;2024-08-19 10:20:26
1674233;Pública de gestión directa;LUCERITOS DE DIOS;Inicial - Jardín;Cerro Colorado;LUQUE ZEVALLOS DAYANYRA LIZBETH;2024-08-19 10:20:26
1674308;Pública de gestión directa;LUCERITOS DEL AMANECER;Inicial - Jardín;Cerro Colorado;MERMA RODRIGUEZ DE RIQUELME LUZ MARINA ;2024-08-21 19:40:28
0723361;Pública de gestión directa;MADRE CORAZON DE MARIA;Técnico Productiva;Tiabaya;Toledo Quiroga Gleny Sonia;2024-08-04 21:11:36
1741644;Pública de gestión directa;MANITOS AMOROSAS;Inicial - Jardín;Cerro Colorado;ESTREMADOYRO BUSTAMANTE RITA ZENAIDA;2024-08-21 19:05:30
1705763;Pública de gestión directa;MANITOS DE XIOMARA;Inicial - Jardín;Uchumayo;QUIROZ LLERENA MARY LUZ;2024-08-21 18:20:00
0538744;Pública de gestión directa;MARISCAL CASTILLA;Inicial - Jardín;Cerro Colorado;UGARTE ARANA KELLY JESSIKA;2024-08-20 16:37:35
0309401;Pública de gestión directa;MAYTA CAPAC;Secundaria;Cayma;campos campos herliy boris;2024-08-21 21:40:56
1335389;Pública de gestión directa;MAYTA CAPAC;Primaria;Cayma;campos campos herliy boris;2024-08-21 21:40:56
1647221;Pública de gestión directa;MI PEQUEÑA LUZ;Inicial - Jardín;Cerro Colorado;CISNEROS TAPULLIMA NICIDA MERCEDES;2024-08-21 18:45:54
1705789;Pública de gestión directa;MI PEQUEÑA MARAVILLA;Inicial - Jardín;Cerro Colorado;LOPEZ CUSI SHIRLEY URSULA;2024-08-21 21:54:14
0309377;Pública de gestión directa;MICAELA BASTIDAS;Secundaria;Arequipa;Pacuala Paucara Jesús;2024-08-21 12:50:43
1705524;Pública de gestión directa;MUJERES CON ESPERANZA;Inicial - Jardín;Cayma;PATIÑO ABREGO MARIA YSABEL;2024-08-17 15:58:19
3868561;Pública de gestión directa;MUNDO DE AMISTAD;Inical No Escolarizado;Cayma;No figura;-
0501262;Pública de gestión directa;NICOLAS DE PIEROLA;Inicial - Jardín;Arequipa;VERA HUACO PILAR EVANGELINA;2024-08-12 22:59:58
1615582;Pública de gestión directa;NIÑOS DE LA ESPERANZA;Inicial - Jardín;Cerro Colorado;POLAR CACERES ELIZABETH YNES;2024-08-21 21:47:16
1615590;Pública de gestión directa;NIÑOS TRIUNFADORES;Inicial - Jardín;Sachaca;CHAMBI LIZARRAGA YESENIA LIZBETH;2024-08-21 22:29:55
1705706;Pública de gestión directa;NUESTRA SEÑORA DE LAS NIEVES;Inicial - Jardín;Yura;SOTO BANEGAS EULOGIA MAURELIA ;2024-08-21 21:28:17
0309310;Pública de gestión directa;NUESTRA SRA. DE LOS DOLORES;Secundaria;Cerro Colorado;APAZA TICONA MARIO ROFOLFO;2024-08-21 17:21:29
1615608;Pública de gestión directa;NUEVA ALBORADA;Inicial - Jardín;Cayma;VERA  PUMA ROSARIO;2024-08-21 20:17:48
0896233;Pública de gestión directa;NUEVA AREQUIPA;Inicial - Jardín;Cerro Colorado;VELARDE PALOMINO PATRICIA;2024-08-21 19:58:41
0723304;Pública de gestión directa;PACHACUTEC VIEJO;Inicial - Jardín;Cerro Colorado;VELASQUEZ ESPINOZA LILIANA JOSEFA ISABEL;2024-08-21 19:26:22
1705797;Pública de gestión directa;PARAISO;Inicial - Jardín;Cerro Colorado;MOLLEPAZA CHURAPA FLORA ELENA;2024-08-14 18:26:05
1674274;Pública de gestión directa;PASTORCITOS;Inicial - Jardín;Cerro Colorado;MANRIQUE  TITO ELIANA VERONICA ;2024-08-21 20:00:49
1735885;Pública de gestión directa;PAUL HARRIS;Básica Especial - Inicial;Cerro Colorado;Moreno  Chavez María Victoria;2024-08-21 18:14:13
0899344;Pública de gestión directa;PAUL HARRIS;Básica Especial - Primaria;Cerro Colorado;Moreno  Chavez María Victoria;2024-08-21 18:14:13
1674209;Pública de gestión directa;PEDRO HUILLCA TECSE;Inicial - Jardín;Cerro Colorado;MORALES ESPEZUA FREYRA KARIN;2024-08-21 00:06:07
1615616;Pública de gestión directa;PIOLIN;Inicial - Jardín;Cerro Colorado;CARRERA HUISA CARMEN SUSANA;2024-08-21 18:08:39
1735448;Pública de gestión directa;POLIVALENTE;Básica Especial - Inicial;Arequipa;SANCHEZ  MIRANDA  RAUL ;2024-06-04 13:24:59
0309138;Pública de gestión directa;POLIVALENTE;Básica Especial - Primaria;Arequipa;SANCHEZ  MIRANDA  RAUL ;2024-06-04 13:24:59
1705755;Pública de gestión directa;PRINCIPES DE LA PAZ;Inicial - Jardín;Cerro Colorado;IMAN MARTINEZ ALICIA JANET;2024-08-04 19:35:14
1031749;Pública de gestión directa;PRITE ALDEA INFANTIL SAGRADA FAMILIA;Básica Especial;Cayma;Aviles Andìa Ivanova;2024-08-21 12:02:12
1032457;Pública de gestión directa;PRITE SEMI RURAL PACHACUTEC;Básica Especial;Cerro Colorado;ROMERO VARGAS EVELIN KARINA;2024-08-20 22:40:51
1363126;Pública de gestión directa;PRITE YURA;Básica Especial;Yura;ZEVALLOS YUCRA GISSELA MARILU;2024-08-21 17:52:13
0225227;Pública de gestión directa;REGINA MUNDI;Inicial - Jardín;Yanahuara;HIDALGO CARPIO Eliana María;2024-08-21 15:34:10
0540153;Pública de gestión directa;REPUBLICA DE MALTA;Inicial - Jardín;Cayma;SANABRIA HINOJOSA MARÍA LUZ;2024-08-14 21:11:49
0472142;Pública de gestión directa;RIO SECO;Inicial - Jardín;Cerro Colorado;MAMANI  ALARCÓN DEYSI PETRONA;2024-08-21 19:29:43
1674225;Pública de gestión directa;SAN ALFONSO MARIA LIGORIO;Inicial - Jardín;Cerro Colorado;AGUILAR CUTIRI DE CUBA RUTH MERY;2024-08-21 22:34:23
1757756;Pública de gestión directa;SAN ALFONSO MARIA LIGORIO;Primaria;CERRO COLORADO;AGUILAR CUTIRI DE CUBA RUTH MERY;2024-08-21 22:34:23
0472266;Pública de gestión directa;SAN BENITO DE PALERMO;Inicial - Jardín;Cayma;MUÑOZ NAJAR PACHECO PATRICIA VICTORIA;2024-08-21 17:20:55
1647171;Pública de gestión directa;SAN GERARDO MARIA MAYELA;Inicial - Jardín;Cerro Colorado;Tejada Inofuente  Zuleyka natali;2024-08-20 21:44:33
1705730;Pública de gestión directa;SAN JUAN;Inicial - Jardín;Tiabaya;TAMATA GALLEGOS JESSICA GRACIELA;2024-08-20 22:02:27
1705714;Pública de gestión directa;SAN MATIAS;Inicial - Jardín;Tiabaya;DÍAZ ALEMAN CARMEN ALEJANDRA;2024-08-21 21:50:22
1705748;Pública de gestión directa;SANTA ANA;Inicial - Jardín;Tiabaya;PHOCO ABARCA KARINA CYNTHIA;2024-08-21 22:25:14
1705722;Pública de gestión directa;SANTA CLARA;Inicial - Jardín;Tiabaya;CHOQUE TAPARA FERNANDA ROSA;2024-08-21 07:43:46
0225425;Pública de gestión directa;SANTA GERTRUDIS;Inicial - Jardín;Sachaca;PAMO CAYTANO MARIA ROSAURA;2024-08-21 09:41:50
0745604;Pública de gestión directa;SANTA MONICA;Inicial - Jardín;Arequipa;FLORES  TORRES MARTHA ELENA;2024-08-21 16:27:13
0225409;Pública de gestión directa;SANTA RITA;Inicial - Jardín;Tiabaya;APARICIO MOLLEAPAZA KATIE;2024-08-21 18:53:22
0225706;Pública de gestión directa;SANTA ROSA DE LIMA;Inicial - Jardín;Yanahuara;PIZARRO MERMA MARITZA;2024-08-21 21:42:23
1674324;Pública de gestión directa;SANTO THOMAS;Inicial - Jardín;Tiabaya;GARCIA  ALFARO ROSALIA RUTH;2024-08-21 19:27:14
0225243;Pública de gestión directa;SEMI RURAL PACHACUTEC;Inicial - Jardín;Cerro Colorado;BALLON TEJADA NANCY LUZVENIA;2024-08-19 14:08:05
1705516;Pública de gestión directa;SOL DE ANDES;Inicial - Jardín;Cayma;BEGAZO SUCLLA NANCY VERÓNICA;2024-08-21 18:23:17
1674340;Pública de gestión directa;SOR ANA - B;Primaria;Cerro Colorado;PANIURA NÚÑEZ ANGELINO RAÚL;2024-08-20 20:04:28
1615624;Pública de gestión directa;SOR ANA - B;Inicial - Jardín;Cerro Colorado;PANIURA NÚÑEZ ANGELINO RAÚL;2024-08-20 20:04:28
1367200;Pública de gestión directa;SOR ANA DE LOS ANGELES DE MONTEAGUDO;Inicial - Jardín;Cerro Colorado;LUQUE HUAQUIPACO NELLY DIANA;2024-08-21 20:15:13
1385152;Pública de gestión directa;SOR ANA DE LOS ANGELES DE MONTEAGUDO;Primaria;Cerro Colorado;LUQUE HUAQUIPACO NELLY DIANA;2024-08-21 20:15:13
0225391;Pública de gestión directa;TIABAYA;Inicial - Jardín;Tiabaya;RODRÍGUEZ MANRIQUE ANA MARÍA;2024-08-20 21:30:09
0627067;Pública de gestión directa;TIO CHICO;Inicial - Jardín;Sachaca;GARCIA PACHECO ROSI GUISEL;2024-08-21 16:38:39
0225250;Pública de gestión directa;TUPAC AMARU;Inicial - Jardín;Cerro Colorado;RIVERA PULLCHS ANA CECILIA;2024-08-21 21:36:15
0619353;Pública de gestión directa;UCHUMAYO;Inicial - Jardín;Uchumayo;CORRALES  YAÑEZ  MEDALITH LIDIA;2024-08-20 22:58:29
1705540;Pública de gestión directa;UPIS LOS MILAGROS;Inicial - Jardín;Yura;MOTA CRUZ LIVIA MODESTA;2024-08-21 20:44:15
1674217;Pública de gestión directa;UPIS LOS MILAGROS ZONA 1;Inicial - Jardín;Yura;Nina Gonzales María Teresa;2024-08-21 21:55:59
1788843;Pública de gestión directa;UPIS LOS MILAGROS ZONA 1;Primaria;Yura;Nina Gonzales María Teresa;2024-08-21 21:55:59
0612796;Pública de gestión directa;VICTOR ANDRES BELAUNDE;Inicial - Jardín;Cerro Colorado;ESTREMADOYRO HERRERA CARMEN MARITZA ELIZABETH;2024-08-19 10:00:59
0225516;Pública de gestión directa;VICTORIA BARCIA BONIFFATTI;Inicial - Jardín;Arequipa;VALDIVIA ASTORGA MARÍA DEL CARMEN;2024-08-14 12:27:37
0770289;Pública de gestión directa;VILLA CONTINENTAL;Inicial - Jardín;Cayma;RAMOS GALLEGOS KAREN MADELEYNE;2024-08-21 22:12:39
1516988;Pública de gestión directa;VILLA DE CRISTO;Inicial - Jardín;Yura;AGUILAR ZEGARRA OFELIA LORENA;2024-08-21 22:09:14
0896944;Pública de gestión directa;VILLA EL TRIUNFO;Inicial - Jardín;Sachaca;Medina  Figueroa Maria Angela;2024-08-21 20:20:58
1116573;Pública de gestión directa;VILLA LAS CANTERAS;Inicial - Jardín;Cerro Colorado;ABARCA ZUÑIGA GINA MARIA LIZABETH;2024-08-20 18:03:29
1365154;Pública de gestión directa;VILLA MAGISTERIAL;Inicial - Jardín;Cerro Colorado;Ramirez Chino VERÓNICA;2024-08-21 22:06:37
1365162;Pública de gestión directa;VILLA MAGISTERIAL;Primaria;Cerro Colorado;Ramirez Chino VERÓNICA;2024-08-21 22:06:37
1374560;Pública de gestión directa;VILLA SAN JUAN;Inicial - Jardín;Cerro Colorado;GÓMEZ SOTO OLGA ASUNTA;2024-08-21 12:36:52
1705631;Pública de gestión directa;VIRGEN DE CHAPI;Inicial - Jardín;Cerro Colorado;CCALLO MONTESIMOS HILDA GLORINDA;2024-08-20 20:57:58
1741636;Pública de gestión directa;VIRGEN DE LAS PEÑAS;Inicial - Jardín;Tiabaya;FLORES AGUILAR LUCHA MERCEDES;2024-08-20 18:38:19
0225698;Pública de gestión directa;YANAHUARA;Inicial - Jardín;Yanahuara;DE LA CUBA VELA PILAR SUSANA;2024-08-21 21:35:12
0502666;Pública de gestión directa;ZAMACOLA;Inicial - Jardín;Cerro Colorado;VALENCIA VILLANUEVAMERCEDES LUPE;2024-08-21 16:21:20
